"RESPONSE_CAT","Response","MEASURE","Measure","REGIONTYPE","Geography Level","AEC_FED_2017","Federal Electoral Division","TIME","Year","Value","Flag Codes","Flags"
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","SCUL","Scullin","2017","2017",46.6,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","WANN","Wannon","2017","2017",99781,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","WANN","Wannon","2017","2017",80869,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","WANN","Wannon","2017","2017",343,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","WANN","Wannon","2017","2017",18569,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","WANN","Wannon","2017","2017",80869,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","WANN","Wannon","2017","2017",49340,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","WANN","Wannon","2017","2017",31529,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","WANN","Wannon","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","WANN","Wannon","2017","2017",81,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","WANN","Wannon","2017","2017",0.3,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","WANN","Wannon","2017","2017",18.6,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","WANN","Wannon","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","WANN","Wannon","2017","2017",61,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","WANN","Wannon","2017","2017",39,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","WILL","Wills","2017","2017",118268,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","WILL","Wills","2017","2017",97849,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","WILL","Wills","2017","2017",250,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","WILL","Wills","2017","2017",20169,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","WILL","Wills","2017","2017",97849,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","WILL","Wills","2017","2017",68450,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","WILL","Wills","2017","2017",29399,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","WILL","Wills","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","WILL","Wills","2017","2017",82.7,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","WILL","Wills","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","WILL","Wills","2017","2017",17.1,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","WILL","Wills","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","WILL","Wills","2017","2017",70,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","WILL","Wills","2017","2017",30,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","BRAN","Brand","2017","2017",102094,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","BRAN","Brand","2017","2017",77434,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","BRAN","Brand","2017","2017",194,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","BRAN","Brand","2017","2017",24466,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","BRAN","Brand","2017","2017",77434,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","BRAN","Brand","2017","2017",51953,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","BRAN","Brand","2017","2017",25481,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","BRAN","Brand","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","BRAN","Brand","2017","2017",75.8,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","BRAN","Brand","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","BRAN","Brand","2017","2017",24,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","BRAN","Brand","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","BRAN","Brand","2017","2017",67.1,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","BRAN","Brand","2017","2017",32.9,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","BURT","Burt","2017","2017",101699,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","BURT","Burt","2017","2017",77333,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","BURT","Burt","2017","2017",169,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","BURT","Burt","2017","2017",24197,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","BURT","Burt","2017","2017",77333,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","BURT","Burt","2017","2017",44058,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","BURT","Burt","2017","2017",33275,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","BURT","Burt","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","BURT","Burt","2017","2017",76,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","BURT","Burt","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","BURT","Burt","2017","2017",23.8,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","BURT","Burt","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","BURT","Burt","2017","2017",57,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","BURT","Burt","2017","2017",43,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","CANN","Canning","2017","2017",102876,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","CANN","Canning","2017","2017",80505,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","CANN","Canning","2017","2017",214,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","CANN","Canning","2017","2017",22157,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","CANN","Canning","2017","2017",80505,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","CANN","Canning","2017","2017",48486,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","CANN","Canning","2017","2017",32019,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","CANN","Canning","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","CANN","Canning","2017","2017",78.3,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","CANN","Canning","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","CANN","Canning","2017","2017",21.5,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","CANN","Canning","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","CANN","Canning","2017","2017",60.2,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","CANN","Canning","2017","2017",39.8,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","COWA","Cowan","2017","2017",96977,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","COWA","Cowan","2017","2017",75463,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","COWA","Cowan","2017","2017",184,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","COWA","Cowan","2017","2017",21330,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","COWA","Cowan","2017","2017",75463,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","COWA","Cowan","2017","2017",44388,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","COWA","Cowan","2017","2017",31075,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","COWA","Cowan","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","COWA","Cowan","2017","2017",77.8,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","COWA","Cowan","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","COWA","Cowan","2017","2017",22,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","COWA","Cowan","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","COWA","Cowan","2017","2017",58.8,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","COWA","Cowan","2017","2017",41.2,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","CURT","Curtin","2017","2017",98465,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","CURT","Curtin","2017","2017",82581,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","CURT","Curtin","2017","2017",178,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","CURT","Curtin","2017","2017",15706,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","CURT","Curtin","2017","2017",82581,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","CURT","Curtin","2017","2017",59638,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","CURT","Curtin","2017","2017",22943,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","CURT","Curtin","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","CURT","Curtin","2017","2017",83.9,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","CURT","Curtin","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","CURT","Curtin","2017","2017",16,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","CURT","Curtin","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","CURT","Curtin","2017","2017",72.2,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","CURT","Curtin","2017","2017",27.8,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","DURA","Durack","2017","2017",98054,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","DURA","Durack","2017","2017",66432,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","DURA","Durack","2017","2017",194,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","DURA","Durack","2017","2017",31428,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","DURA","Durack","2017","2017",66432,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","DURA","Durack","2017","2017",39304,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","DURA","Durack","2017","2017",27128,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","DURA","Durack","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","DURA","Durack","2017","2017",67.8,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","DURA","Durack","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","DURA","Durack","2017","2017",32.1,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","DURA","Durack","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","DURA","Durack","2017","2017",59.2,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","DURA","Durack","2017","2017",40.8,,
